song_id,car,chill,club,dance,gym,happy,night,party,relax,running,sad,sleep,summer,work,workout
60831845,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
365761511,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
363747251,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
430494182,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
114449446,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
74961874,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
598222,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
28499271,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4256182,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77377717,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2533076,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
532072,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
3156968,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
121970224,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
403520542,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
92216462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
93102382,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
387610261,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
70493847,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
78990515,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
478952532,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
437469042,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
620156052,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
73693857,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
71678151,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
1149273,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
13482333,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4586926,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
586642492,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
76228182,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
69779542,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
423448032,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
397746762,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
5979887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124689198,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1
443868002,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
445244342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120465194,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3167841,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
477959542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
74187952,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
11762142,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
3157712,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
62724019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576890232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68953165,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3033950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3166515,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
4274028,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
7868651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412928232,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
499988812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76437411,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
65017783,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
17605702,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1
92230788,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
4195713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5900629,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
10296241,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3107316,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
121123256,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2186093,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
2447440,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
143809412,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
77846567,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
69574422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3671587,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
406764172,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
38374941,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7226128,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
73946282,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
576851252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139872437,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
382987451,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
485214882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3613546,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
91568040,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
365794811,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
4168945,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
120302622,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
98507448,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
68310269,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
65446374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79976878,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3892534,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
420356322,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
107115956,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
66282825,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
678336,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
131739690,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0
543896972,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
82488708,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
10215873,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
2123587,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
394080362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7275156,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
11671201,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
576870742,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
76451209,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
70562428,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
8041638,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
3164155,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
77855405,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
67420590,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
406719172,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1
492500082,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
60200391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
525348492,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0
97330642,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4299871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3120266,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
124197386,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1
124220576,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
469602002,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
512476712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6992691,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
558528302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88253053,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
131242308,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
77856762,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
624823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5275615,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
70216971,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
66174974,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3071256,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
74737317,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1
652332152,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
89381105,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
529677191,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
382207551,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2244678,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
100421548,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
5805463,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1171077,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
17420683,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
3153876,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
113876580,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
983242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
18240931,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
17561482,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
132629552,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
65395534,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
73416316,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
66786204,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
457561822,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
66786198,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1
61638759,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
3102420,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
7862966,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
361579171,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
14525572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70227575,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
685880,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
7145708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99625792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54420921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75803461,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
62937869,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17434791,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
75446343,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
7764688,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
655096012,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0
120417318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398055702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143341040,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3097493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3437034,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
67417407,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
513734,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
404667822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75980558,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
76633283,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
140338371,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
68515152,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
67954061,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100115954,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
599423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12571028,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7624157,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
347363291,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
70699232,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
75551473,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
133165794,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
639735682,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
114477752,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
7978738,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
412546132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
514512752,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3087542,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
84668483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3127829,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
399299822,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
13975778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112889782,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
15589893,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
69548759,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105270814,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
70113703,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
3435031,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
2576083,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
119962200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
884025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5404543,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3136505,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
116485566,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
4209617,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
635292182,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
12815705,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
1094569,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
84310973,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
378796181,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
432749302,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62196496,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
485914942,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
38290641,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1
20517171,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
3996794,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
62892170,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
72940336,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
5448333,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
66564228,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
14959854,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
17608616,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
365649491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61109750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709312,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
105771042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613093802,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
144788412,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2889772,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
925399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286576,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
508355012,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1
95933844,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
124603278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93688096,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
7868647,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
73003879,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
135374814,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
144958642,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
83059556,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
656597482,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
514409452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121705262,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
552377472,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
907751,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
401455802,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
61639626,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1
421100932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135373108,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
354703421,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
4094993,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1043879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520609792,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
83839910,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
78621373,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
480215302,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
65393597,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
118961548,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105355286,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
91046881,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
67451487,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
139806157,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
138511375,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
7674975,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1183250,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
263314,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
68666177,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
5318615,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4519496,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
62940479,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
65265749,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
574291012,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
130250890,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
514852262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124220652,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
3009252,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
356179361,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
916427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125968135,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
141939545,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
676956,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
3154024,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
79965996,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
87723013,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
122927594,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
109703216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68305919,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
142986206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82490066,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
394080372,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
427638182,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2278408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142341499,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
72274854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634910372,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102002189,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3672724,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
10339711,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
67944030,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
6812049,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
66314771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132947502,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
97081744,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
6346009,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
99023820,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
67563963,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
17607726,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
97325330,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
610231,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
15051385,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
423481972,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
870853,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
994228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448265842,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
7458875,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
4110654,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
7735459,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52716111,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
16664516,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
65724975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62664205,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
830356,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
470529622,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
61723628,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78800178,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
121178776,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
62119133,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
433846282,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
144475792,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
143606890,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
2654269,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
410960132,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
100217436,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
66314972,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
416282652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14574288,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
46251471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4123267,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
112736694,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
12565420,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
695074,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
60847293,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
64628954,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
90619411,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
6599511,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1
123840378,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
466026862,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
473248512,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1165174,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
4519413,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5804368,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
137258750,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
14761723,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
70607217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7117073,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18085807,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
73707725,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
69227279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80590680,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
830771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4710885,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
87114025,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
104123020,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1581664,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
565344172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
479571942,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
70556808,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3787856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
84363855,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
72060062,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
5404546,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
7146297,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
88936741,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
4227586,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
443222212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16667842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144535404,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
6062601,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
114811528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90318201,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2154146,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3152328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74688303,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
513087492,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0
65938181,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
131060530,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
71483080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3134157,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
61676798,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
102322744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
59127871,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
75768941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12169961,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
14598357,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
676590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62956818,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
68515055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7853827,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
16418932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605833062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117879232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6722116,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
141852211,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
135012948,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
2949679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72273832,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
3107314,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
73949552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108286994,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
123361180,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
